sentence_id,label,sentence
257,2,Common parasite may trigger suicide attempts
258,2,Avoiding health risks could prevent more than half of all cases of atrial fibrillation
259,2,More access to health care may lead to unnecessary mammograms
260,2,Scientists at The University of Nottingham say adverse side-effects caused by the anti-parasitic drug quinine in the treatment of malaria could be controlled by what we eat.
261,2,Blood pressure drugs may lengthen lives of melanoma patients
262,2,"In what may be the largest study of sleep problems among individuals with multiple sclerosis (MS), researchers at UC Davis have found that widely undiagnosed sleep disorders may be at the root of the most common and disabling symptom of the disease: fatigue."
263,2,Breastfeeding may prevent asthma
264,2,Proactive monitoring of inflammatory bowel disease therapy could prolong effectiveness
265,2,"The 15% fall in dietary salt intake over the past decade in England is likely to have had a key role in the 40% drop in deaths from heart disease and stroke over the same period, concludes research published in the online journal BMJ Open."
266,2,"Poor quality sleep may affect daytime learning and behaviour, say the authors."
267,2,Low vitamin D levels during pregnancy may increase risk of severe preeclampsia
268,2,Heartburn treatment may extend survival in IPF patients
269,2,University of Cincinnati (UC) researchers have found that lightning may affect the onset of headache and migraines.
270,2,"Reducing cardiovascular risk factors like high blood pressure, smoking, diabetes and being overweight could potentially reduce more than half of all cases of atrial fibrillation, according to research reported in Circulation: Journal of the American Heart Association."
271,2,"And according to a new study published in the December issue of Annals of Allergy, Asthma and Immunology, the scientific journal of the American College of Allergy, Asthma and Immunology (ACAAI), pesticides and tap water could be partially to blame."
272,2,Study  Repeated surgeries appear to extend life of patients with deadliest of brain cancers
273,2,Better use of lighting in hospital rooms may improve patients  health
274,2,More evidence arthritis pain relieving drugs may contribute to stroke death
275,2,Cochlear implants may be safe  effective for organ transplant patients
276,2,"As reported in the August issue of The Journal of Nuclear Medicine, this treatment may assist in bringing nuclear medicine to the forefront of clinical management."
277,2,"For children aged 14 and under, delaying reconstructive surgery for anterior cruciate ligament (ACL) injuries may raise their risk of further injury, according to a new study by pediatric orthopaedic surgeons."
278,2,"The findings indicate that education, screening, and vaccination programs in those places could be particularly useful, according to public health researchers at the University of North Carolina at Chapel Hill, who authored the report."
279,2,Toyota s management practices may improve the quality of hospital care
280,2,Hyperemesis gravidarum during the second trimester is more likely to cause placental complications
281,2,The Lancet Diabetes   Endocrinology  Adults who lose weight at any age could enjoy improved cardiovascular health
282,2,"Prenatal folic acid supplements appear to reduce the risk for autistic spectrum disorders, according to a study published today (February 13) in the Journal of the American Medical Association (JAMA)."
283,2,"Because ICU care is expensive, concerns have been raised that increasing the number of insured patients would inevitably lead to significantly higher health care costs as more of these newly insured patients would be admitted to ICUs."
284,2,"""Poor financial outcomes for hospitals] could lead to poor care,"" said Naleef Fareed, assistant professor of health policy and administration, Penn State."
285,2,"Interventions targeting malaria, such as insecticide-treated bed nets, antimalarial drugs and mosquito control, could substantially reduce cases of bacteraemia, which kill hundreds of thousands of children each year in Africa and worldwide."
286,2,"The flu jab seems to almost halve the risk of heart attacks in middle aged people with narrowed arteries, finds research published in the journal Heart."
287,2,"Lung cancer is likely to overtake breast cancer as the main cause of cancer death among European women by the middle of this decade, according to new research published in the cancer journal Annals of Oncology 1] today (Wednesday)."
288,2,Scientists develop new technique that could improve heart attack prediction
289,2,Johns Hopkins researchers identify conditions most likely to kill encephalitis patients
290,2,"Hashimoto's thyroiditis (HT), an inflammatory disorder of the thyroid, is the most common cause of hypothyroidism, but a study has suggested that even when thyroid function is normal, HT may increase symptoms and decrease quality of life, as described in an article in Thyroid, a peer-reviewed journal published by Mary Ann Liebert, Inc. (www.liebertpub.com)."
291,2,ACE inhibitors may increase risk of recurrence in breast cancer survivors
292,2,Apples and pears may keep strokes away.
293,2,Folic acid supplements early in pregnancy may reduce child s risk of autism by 40 percent
294,2,"A new study published today in the Journal of Hospital Medicine suggests that ""smoothing"" occupancy over the course of a week could help hospitals reduce crowding and protect patients from crowded conditions."
295,2,"Among pregnant women infected with HIV, the use of antiretroviral (ARV) medications early in pregnancy to treat their HIV or to prevent mother-to-child transmission of HIV does not appear to increase the risk of birth defects in their infants, according to a new study led by Harvard School of Public Health (HSPH)."
296,2,"Prescribing of ""atypical"" antipsychotic medications to children and young adults with behavioral problems or mood disorders may put them at unnecessary risk for type 2 diabetes, a Vanderbilt University Medical Center study shows."
297,2,Racial disparities in ear infection treatment may contribute to antibiotic overuse
298,2,Prenatal risk factors may put children at risk of developing kidney disease
299,2,Lower salt intake likely to have had key role in plummeting cardiovascular disease deaths in past decade
300,2,Study suggests sleep apnea may contribute to fatigue in multiple sclerosis
301,2,Junk  blood tests may offer life saving information
302,3,Cancer diagnosis later in life poses significant risk to offspring
303,3,Flu vaccines for nursing home workers effective in reducing outbreaks  study
304,3,Researchers in the Perelman School of Medicine at the University of Pennsylvania report in JAMA Dermatology that this teledermatology process is reliable and can help deliver care more efficiently in busy academic hospitals and potentially in community hospital settings.
305,3,"Using a specially designed risk assessment tool was an effective way of identifying violent hospital patients in medical and surgical units, according to a study in the November issue of the Journal of Advanced Nursing."
306,3,UEA research shows gastric surgery halves risk of heart attack in obese people
307,3,Vitamin D does not contribute to kidney stones  study asserts
308,3,A study published online in the International Journal of Cancer earlier this month describes a novel approach to preventing cervical cancer based on findings showing successful reduction in the risk of cervical cancer after removal of a discrete population of cells in the cervix.
309,3,New research suggests that insomnia is a major contributor to deaths caused by motor vehicle crashes and other unintentional fatal injuries.
310,3,"Researchers at the University of California, San Diego School of Medicine have documented the safety benefits of aortic stent grafts inserted during minimally invasive surgery to repair abdominal aortic aneurysms - weaknesses in the body's largest artery that can rupture, causing potentially lethal internal bleeding."
311,3,"The combination of the common antibiotic clarithromycin with some statins increases the risk of adverse events, which may require hospital admission for older people,  according to a new study published in CMAJ (Canadian Medical Association Journal)."
312,3,Our new paper published in the Journal of Alzheimer's Disease provides evidence that cooking foods at high temperatures increases the risk of Alzheimer's disease.
313,3,"A national effort to shave minutes off emergency heart attack treatment time has increased the chance that each patient will survive, a new study suggests."
314,3,Traffic noise increases the risk of having a stroke
315,3,Can poor sleep lead to dementia
316,3,"Their findings reveal that the vast majority of women after breast conserving surgery receive six to seven weeks of radiation therapy, despite multiple randomized trials and professional society guidelines showing that three weeks of radiation - called hypofractionated whole breast radiation - is just as clinically effective, more convenient, and less costly."
317,3,Metabolic syndrome increases risk of both major types of primary liver cancer
318,3,"A surgical collaborative of hospitals across Florida resulted in broad improvement in the state, helping most hospitals significantly improve, according to a new study published today in the Journal of the American College of Surgeons."
319,3,"The drug tranexamic acid, known as TXA, prevents excessive blood loss during surgeries."
320,3,The lifetime risk for rupture of a brain aneurysm depends heavily on the patient's overall load of risk factors.
321,3,Postpartum hemorrhage during a first pregnancy does not affect future fertility
322,3,Green spaces found to increase birth weight    Ben Gurion U  researcher
323,3,UC Davis study finds that above normal weight alone does not increase the short term risk of death
324,3,Chewing gum is often the culprit for migraine headaches in teens
325,3,"A study by Massachusetts General Hospital (MGH) investigators also finds that patients with frequent ED visits for the syndrome accounted for more than half of all such ED visits and hospitalizations, contributing to significant health care costs."
326,3,MA healthcare reform does not have early impact on disparities in cardiovascular care
327,3,"Chronic Granulomatous Disease is a rare immune deficiency that seriously compromises organ function and is life-threatening, with 20-30 per cent of patients dying within the first two decades of life."
328,3,Researchers at the Stanford University School of Medicine and Lucile Packard Children's Hospital Stanford have found a new way to boost the survival of pediatric patients whose hearts stop while they are hospitalized.
329,3,New flooring in the living environment of pregnant women significantly increases the risk of infants to suffer from respiratory diseases in their first year of life.
330,3,"In many cases, retinal detachment follows the traumatic injury, causing significant vision loss or blindness."
331,3,"The authors estimate nearly 40,000 extra admissions to hospital as a result of income inequality over the three year study period."
332,3,People with type 1 diabetes who have developed kidney complications can slow the progression of their complications by improving control of their glycemic (blood glucose) levels over the long term.
333,3,"New genomic research led by UC San Francisco (UCSF) scientists reveals that two common gene variants that lead to longer telomeres, the caps on chromosome ends thought by many scientists to confer health by protecting cells from aging, also significantly increase the risk of developing the deadly brain cancers known as gliomas."
334,3,"Immunosuppressive drugs called thiopurines have been found to increase the risk of myeloid disorders, such as acute myeloid leukemia and myelodysplastic syndrome, a rare bone marrow disorder, seven-fold among inflammatory bowel disease (IBD) patients."
335,3,Breaking the fracture cycle through effective and coordinated models of care
336,3,Even small weight gains raise blood pressure in college students
337,3,Finding a genetic cause for severe childhood epilepsies
338,3,"These findings, published in the April 24, 2013, online edition of the journal Clinical Infectious Diseases, indicate that targeted screening for chronic hepatitis C virus infection is cost-effective when the prevalence of hepatitis C in a population exceeds 0.84 percent (84/10,000)."
339,3,Kidney failure can complicate long term outcomes in children receiving solid organ transplants
340,3,A study led by researchers at Boston University School of Medicine (BUSM) provides new insight into the impact that pro-inflammatory molecules have on early death in HIV patients who abuse alcohol.
341,3,"Providing futile treatment in the intensive care unit sets off a chain reaction that causes other ill patients needing medical attention to wait for critical care beds, according to a study by researchers from UCLA and RAND Health."
342,3,"The recent economic recession affected hospitals across the nation, regardless of financial status, but following the rebound, financially weak and safety-net hospitals continue to struggle, according to health researchers."
343,3,"""The 2011 heat wave led to significantly more emergency department visits than would be typical of that period; however, mortality rates did not change much,"" said Kai Zhang, Ph.D., assistant professor in the Department of Epidemiology, Human Genetics & Environmental Sciences at UTHealth School of Public Health."
344,3,"Published today in The Lancet, the study is the first to assess the impact of supervised injection sites on overdose mortality."
345,3,"New research from The University of Texas MD Anderson Cancer Center is shedding light on the important role a diagnosing urologist plays in whether older men with low-risk prostate cancer receive treatment for their disease, and if so, the type of treatment they receive as a result."
346,3,"Mining the records of routine interactions between patients and their care providers can detect drug side effects a couple of years before an official alert from the U.S. Food and Drug Administration, a Stanford University School of Medicine study has found."
347,3,"In the study's analysis of 150 children treated with antibiotics for respiratory infections while on a ventilator, longer antibiotic courses did not only fail to confer extra protection against full-blown pneumonia when compared with shorter therapy, but also considerably increased a child's risk for developing drug-resistant infections within a month."
348,3,A new study led by the University of Leicester has concluded that being able to see the GP of your choice in a doctor's surgery helps to reduce emergency hospital admissions.
349,3,Subarachnoid haemorrhage (SAH) is one of the most devastating cerebrovascular catastrophes causing death in 40 to 50% of the cases.
350,3,Antibiotic use to treat catheter associated bacteriuria futile in decreasing risk of mortality
351,3,"In addition to the many risk factors associated with poor health, reducing body mass index (BMI) will have a considerable and independent impact if you want to reduce the risk of developing ischemic heart disease (IHD)."
352,3,Hospital readmission after surgery can be common and it results in an increased cost of care.
353,3,"It is relatively common for doctors to diagnose someone with multiple sclerosis when the patient doesn't have the disease -- a misdiagnosis that not only causes patients potential harm but costs the U.S. health care system untold millions of dollars a year, according to a study published online today in the journal Neurology."
354,3,Clean air halves health costs in Chinese city
355,3,Sudden allergic reactions can be fatal.
356,3,"In the study, published this month in the International Journal of Gynecology and Obstetrics, researchers found that supine sleep increased the risk of low birth weight by a factor of 5 and that it was the low birth weight that explained the high risk for stillbirth in these women."
357,3,"The paper's authors, from Dalhousie University, reviewed nine studies with a total sample of 49,411 people to determine whether the consumption of cannabis increases the risk of a motor vehicle collision."
358,3,"Houston experienced its hottest summer on record in 2011, resulting in 278 excess emergency department visits per day during the August heat wave, according to research from The University of Texas Health Science Center at Houston (UTHealth) published recently in Environmental Health."
359,3,"The startling number, drawn from a University of Michigan Medical School survey of more than 4,000 adolescent patients ages 14 to 20 seeking emergency care, indicates that dating violence is common and affects both genders."
360,3,Head injuries triple long term risk of early death
361,3,Infections increase risk of mood disorders
362,3,"Placing children into a mixed reality--part virtual environment and part real world--has great potential for increasing their physical activity and decreasing their risk of obesity, according to University of Georgia researchers."
363,3,Trastuzumab and chemotherapy improved survival in HER2 postive breast and brain cancer patients
364,3,Cytology screening to prevent cervical cancer is a medical success story and examinations have proven to be an effective way to reduce deaths from cervical cancer.
365,3,"A new study published in the journal Pediatric Dermatology reveals that routine, long-term use of topical corticosteroids (TCS) for treating children with eczema does not cause any significant, negative side effects."
366,3,"Findings that appear in Acta Obstetricia et Gynecologica Scandinavica, a journal published by Wiley on behalf of the Nordic Federation of Societies of Obstetrics and Gynecology, indicate that women with more than a 16 kg (30 lbs) weight gain during pregnancy increased their risk of forceps or vacuum extraction, and C-section."
367,3,Parents  anxiety about newborn screening results does not lead to increased health care use
368,3,"There has been a rise in the overall rate of PPH (where blood loss is >500ml) in the UK, due to increases in maternal risk factors and in the number of caesarean sections performed."
369,3,"A study of hospital admissions suggests that health clinics that avoid costs associated with insurance administration can help hospitals save money by lowering hospital admission rates and emergency room visits, according to Mark Agee, professor of economics, Penn State Altoona."
370,3,"So does that mean gastric surgery ""cures"" diabetes?"
371,3,Meningitis A mass vaccination campaign in sub Saharan Africa shows dramatic impact of new vaccine
372,3,Surgical aortic valve replacement generally improves patients' symptoms and prolongs survival.
373,3,Study  Use of antipsychotic drugs improves life expectancy for individuals with schizophrenia
374,3,"Three quarters of pregnant women take sick leave from work but employers can help reduce this through flexible work adjustments, suggests a new study published today (7 November) in BJOG: An International Journal of Obstetrics and Gynaecology."
375,3,Study identifies a simple way to reduce healthcare costs
376,3,"Air pollution regulations over the last decade in Taiyuan, China, have substantially improved the health of people living there, accounting for a greater than 50% reduction in costs associated with loss of life and disability between 2001 and 2010, according to researchers at the Columbia Center for Children's Environmental Health (CCCEH) at the Mailman School of Public Health, the Shanxi Medical University, the Center of Diseases Control and Prevention of Taiyuan Municipality, and Shanghai Fudan University School of Public Health."
377,3,"A new study, funded in part by the National Institutes of Health (NIH) and Health Resources and Services Administration, and published in the January 2013 issue of Liver Transplantation, a journal of the American Association for the Study of Liver Diseases (AASLD), found that the non-use of donor livers climbed through 2010 due to a worsening of donor liver quality, primarily from donation following cardiac death."
378,3,This press release is available in French.A study published in Pediatrics this morning by researchers at the University of Montreal offers positive news for Wii-loving teenagers and their parents: games such as Wii Sports and Dance Dance Revolution can bring them closer to recommended physical activity levels.
379,3,"Smoking, current or past, raises the rate even more."
380,3,Arsenic exposure and smoking each elevate the risk of disease.
381,3,Wake Forest Baptist study suggests Tasers don t cause cardiac complications
382,3,"Bedwetting isn't always due to problems with the bladder, according to new research by Wake Forest Baptist Medical Center."
383,3,"But the evidence to back up this stance is somewhat mixed, say the authors, who wanted to find out whether milk consumption patterns among 2 year olds affected weight gain."
384,3,"Two types of regional anesthesia do not make patients more prone to falls in the first days after having knee replacement surgery as some have previously suggested, according to a study based on nearly 200,000 patient records in the March issue of Anesthesiology."
385,3,Obesity  smoking increase risk after immediate breast reconstruction with implants
386,3,"Nursing leaders from 38 children's hospitals, led by Patricia Hickey, PhD, MBA, RN, FAAN, vice president of critical care and cardiovascular services at Boston Children's Hospital, demonstrated that nursing education and experience significantly impact outcomes for patients who underwent cardiac surgery."
387,3,Clinics not bogged down by red tape can ease health cost burdens
388,3,Regenstrief and IU study  Wake Up and Breathe program benefits ICU patients
389,3,"STIs can make HIV easier to transmit even after antiretroviral therapy has begun, so rooting out STI co-infections in patients should improve HIV prevention."
390,3,"More than just a ""cosmetic issue,"" breast asymmetry can have negative psychological and emotional effects, according to the study by ASPS Member Surgeon Dr. Brian I. Labow and colleagues of Boston Children's Hospital."
391,3,"Soft objects and loose bedding--such as thick blankets, quilts, and pillows--can obstruct an infant's airway and pose a suffocation risk, according to the NIH's Safe to Sleep campaign."
392,3,"An antibiotic therapy known to reduce catheter-related bloodstream infections in hemodialysis patients has been shown for the first time to reduce mortality, according to a Henry Ford Health System study."
393,3,"Researchers found that a low-dose ""lock"" solution of gentamicin/citrate reduced mortality by 68 percent compared to a solution of heparin, a blood-clotting therapy long considered the standard of care."
394,3,"However, social and economic status have no bearing on mortality rates for subarachnoid hemorrhages, or SAH, in Canada, according to the study led by Dr. Loch Macdonald, a neurosurgeon at St. Michael's Hospital in Toronto."
395,3,"Metabolic syndrome comprises a group of medical disorders that increase people's risk of diabetes, heart disease, stroke, and premature death when they occur together."
396,3,Skimmed semi skimmed milk does not curb excess toddler weight gain
397,3,"COPD, a term which includes chronic bronchitis and emphysema, results in breathing difficulties due to long-term lung damage."
398,3,Ganciclovir reduces mortality due to the virus from 34 percent to between 3 and 6 percent.
399,3,Out of pocket costs play major role in treatment adherence for cancer patients
400,3,Simple test in the ambulance saves lives after heart attack  new study finds
401,3,"According to the findings of a population-based study now available in Arthritis Care & Research, a journal published by Wiley-Blackwell on behalf of the American College of Rheumatology (ACR), RA patients should be advised of the importance of compliance to their statin therapy to reduce cardiovascular disease (CVD) mortality risk."
402,3,3 center study identifies main causes of unprofessional behavior among hospitalists
403,3,An over the scope clipping device for endoscopic management of gastrointestinal defects is safe and effective
404,3,New research from Brigham and Women's Hospital (BWH) has brought to light the importance of the role of a primary care physician in a population of diabetes patients.
405,3,"Ram Raghavan, assistant professor of diagnostic medicine and pathobiology, and collaborative researchers have found that a certain combination of climate, physical environment and socio-ecologic conditions are behind tularemia infections among cats in the region."
406,3,"Among those going under the knife, researchers discovered that the month surgery occurred had an insignificant impact on patient outcomes."
407,3,"Human papillomavirus, also known as HPV, is responsible for 99.7 percent of cervical cancers and several other cancers."
408,3,Algorithm reduces use of CT scans when diagnosing children with appendicitis
409,3,Primary care physicians play vital role in caring for diabetes patients
410,3,Mild increases in thyroid stimulating hormone not harmful in the elderly
411,3,"Professor Dr. Michael Ristow's team along with Japanese colleagues from universities in Oita and Hiroshima have demonstrated by two independent approaches that even a low concentration of lithium leads to an increased life expectancy in humans as well as in a model organism, the roundworm Caenorhabditis elegans."
412,3,Does soy in the diet help with hot flashes?
413,3,Heart health impacts wellbeing of patients with chronic obstructive pulmonary disease
414,3,Penn Medicine s  sepsis sniffer  generates faster sepsis care and suggests reduced mortality
415,3,"A new technique for repairing the most common cardiac birth defect in newborns, commonly referred to as ""a hole in the heart,"" has been used successfully to mend the condition in six premature infants without subjecting the tiny patients to open-heart surgery."
